id;codigoHomologado;colValorBase;colValor1;colValor2;colValor3;colValor4;colValor5;colValor6;colValor7;colValor8;colValor9;colValor10;fechaRegistro;estadoReg;codigoCum_id;concepto_id;tiposTarifa_id;usuarioRegistro_id;serviciosAdministrativos_id
16437;xyz-1;2000270000;210028.3500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17760;6;4;NULL;NULL
16438;xyz-1;2000280000;210029.4000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17761;6;4;NULL;NULL
16439;xyz-1;2000290000;210030.4500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17762;6;4;NULL;NULL
16440;xyz-1;2000300000;210031.5000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17763;6;4;NULL;NULL
16441;xyz-1;2000310000;210032.5500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17764;6;4;NULL;NULL
16442;xyz-1;2000320000;210033.6000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17765;6;4;NULL;NULL
16443;xyz-1;2000330000;210034.6500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17766;6;4;NULL;NULL
16444;xyz-1;2000340000;210035.7000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17767;6;4;NULL;NULL
16445;xyz-1;2000350000;210036.7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17768;6;4;NULL;NULL
16446;xyz-1;2000360000;210037.8000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17769;6;4;NULL;NULL
16447;xyz-1;2000370000;210038.8500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;34598;6;4;NULL;NULL
16448;xyz-1;2000380000;210039.9000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;34599;6;4;NULL;NULL
16449;xyz-1;2000390000;210040.9500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17770;6;4;NULL;NULL
16450;xyz-1;2000400000;210042.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17771;6;4;NULL;NULL
16451;xyz-1;2000410000;210043.0500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17772;6;4;NULL;NULL
16452;xyz-1;2000420000;210044.1000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17773;6;4;NULL;NULL
16453;xyz-1;2000430000;210045.1500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17774;6;4;NULL;NULL
16454;xyz-1;2000440000;210046.2000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17775;6;4;NULL;NULL
16455;xyz-1;2000450000;210047.2500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17776;6;4;NULL;NULL
16456;xyz-1;2000460000;210048.3000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17781;6;4;NULL;NULL
16457;xyz-1;2000470000;210049.3500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17666;6;4;NULL;NULL
16458;xyz-1;2000480000;210050.4000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17782;6;4;NULL;NULL
16459;xyz-1;2000490000;210051.4500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17783;6;4;NULL;NULL
16460;xyz-1;2000500000;210052.5000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17784;6;4;NULL;NULL
16461;xyz-1;2000510000;210053.5500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17785;6;4;NULL;NULL
16462;xyz-1;2000520000;210054.6000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17786;6;4;NULL;NULL
16463;xyz-1;2000530000;210055.6500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17787;6;4;NULL;NULL
16464;xyz-1;2000540000;210056.7000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17788;6;4;NULL;NULL
16465;xyz-1;2000550000;210057.7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17789;6;4;NULL;NULL
16466;xyz-1;2000560000;210058.8000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17790;6;4;NULL;NULL
16467;xyz-1;2000570000;210059.8500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17791;6;4;NULL;NULL
16468;xyz-1;2000580000;210060.9000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17792;6;4;NULL;NULL
16469;xyz-1;2000590000;210061.9500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17793;6;4;NULL;NULL
16470;xyz-1;2000600000;210063.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17794;6;4;NULL;NULL
16471;xyz-1;2163800000;227199.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;33971;6;4;NULL;NULL
16472;xyz-1;2000610000;210064.0500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17795;6;4;NULL;NULL
16473;xyz-1;2000620000;210065.1000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17796;6;4;NULL;NULL
16474;xyz-1;2000630000;210066.1500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17797;6;4;NULL;NULL
16475;xyz-1;2000640000;210067.2000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17798;6;4;NULL;NULL
16476;xyz-1;2000650000;210068.2500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17799;6;4;NULL;NULL
16477;xyz-1;2000660000;210069.3000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17800;6;4;NULL;NULL
16478;xyz-1;2000670000;210070.3500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17801;6;4;NULL;NULL
16479;xyz-1;2000680000;210071.4000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17802;6;4;NULL;NULL
16480;xyz-1;2000690000;210072.4500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17803;6;4;NULL;NULL
16481;xyz-1;2000700000;210073.5000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17747;6;4;NULL;NULL
16482;xyz-1;2000710000;210074.5500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17664;6;4;NULL;NULL
16483;xyz-1;2000720000;210075.6000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17814;6;4;NULL;NULL
16484;xyz-1;2000730000;210076.6500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;18379;6;4;NULL;NULL
16485;xyz-1;2000740000;210077.7000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17780;6;4;NULL;NULL
16486;xyz-1;2000750000;210078.7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17804;6;4;NULL;NULL
16487;xyz-1;2000760000;210079.8000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17805;6;4;NULL;NULL
16488;xyz-1;2000770000;210080.8500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17806;6;4;NULL;NULL
16489;xyz-1;2000780000;210081.9000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17807;6;4;NULL;NULL
16490;xyz-1;2000790000;210082.9500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17808;6;4;NULL;NULL
16491;xyz-1;2000800000;210084.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17809;6;4;NULL;NULL
16492;xyz-1;2000810000;210085.0500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17810;6;4;NULL;NULL
16493;xyz-1;2000820000;210086.1000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;34600;6;4;NULL;NULL
16494;xyz-1;2000830000;210087.1500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17811;6;4;NULL;NULL
16495;xyz-1;2000840000;210088.2000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17812;6;4;NULL;NULL
16496;xyz-1;2000850000;210089.2500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17813;6;4;NULL;NULL
16497;xyz-1;2000860000;210090.3000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17815;6;4;NULL;NULL
16498;xyz-1;2000870000;210091.3500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17816;6;4;NULL;NULL
16499;xyz-1;2000880000;210092.4000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17817;6;4;NULL;NULL
16500;xyz-1;2000890000;210093.4500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17818;6;4;NULL;NULL
16501;xyz-1;2000900000;210094.5000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17819;6;4;NULL;NULL
16502;xyz-1;2000910000;210095.5500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17680;6;4;NULL;NULL
16503;xyz-1;2000920000;210096.6000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17681;6;4;NULL;NULL
16504;xyz-1;2000930000;210097.6500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17684;6;4;NULL;NULL
16505;xyz-1;2000940000;210098.7000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17820;6;4;NULL;NULL
16506;xyz-1;2000950000;210099.7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17821;6;4;NULL;NULL
16507;xyz-1;2000960000;210100.8000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17822;6;4;NULL;NULL
16508;xyz-1;2000970000;210101.8500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17823;6;4;NULL;NULL
16509;xyz-1;2000980000;210102.9000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17824;6;4;NULL;NULL
16510;xyz-1;2000990000;210103.9500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17825;6;4;NULL;NULL
16511;xyz-1;2001000000;210105.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17826;6;4;NULL;NULL
16512;xyz-1;2001010000;210106.0500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17827;6;4;NULL;NULL
16513;xyz-1;2001020000;210107.1000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17828;6;4;NULL;NULL
16514;xyz-1;2001030000;210108.1500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17829;6;4;NULL;NULL
16515;xyz-1;2001040000;210109.2000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17830;6;4;NULL;NULL
16516;xyz-1;2001050000;210110.2500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17831;6;4;NULL;NULL
16517;xyz-1;2001060000;210111.3000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17832;6;4;NULL;NULL
16518;xyz-1;2001070000;210112.3500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17833;6;4;NULL;NULL
16519;xyz-1;2001080000;210113.4000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17834;6;4;NULL;NULL
16520;xyz-1;2001090000;210114.4500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17835;6;4;NULL;NULL
16521;xyz-1;2001100000;210115.5000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17836;6;4;NULL;NULL
16522;xyz-1;2001110000;210116.5500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17837;6;4;NULL;NULL
16523;xyz-1;2001120000;210117.6000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17838;6;4;NULL;NULL
16524;xyz-1;2001130000;210118.6500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17839;6;4;NULL;NULL
16525;xyz-1;2001140000;210119.7000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17840;6;4;NULL;NULL
16526;xyz-1;2001150000;210120.7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17841;6;4;NULL;NULL
16527;xyz-1;2001160000;210121.8000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17842;6;4;NULL;NULL
16528;xyz-1;2001170000;210122.8500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17843;6;4;NULL;NULL
16529;xyz-1;2001180000;210123.9000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17844;6;4;NULL;NULL
16530;xyz-1;2001190000;210124.9500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17845;6;4;NULL;NULL
16531;xyz-1;2001200000;210126.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17846;6;4;NULL;NULL
16532;xyz-1;2001210000;210127.0500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17847;6;4;NULL;NULL
16533;xyz-1;2001220000;210128.1000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17848;6;4;NULL;NULL
16534;xyz-1;2001230000;210129.1500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17849;6;4;NULL;NULL
16535;xyz-1;2001240000;210130.2000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17850;6;4;NULL;NULL
16536;xyz-1;2001250000;210131.2500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17852;6;4;NULL;NULL
16537;xyz-1;2001260000;210132.3000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17635;6;4;NULL;NULL
16538;xyz-1;2001270000;210133.3500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17853;6;4;NULL;NULL
16539;xyz-1;2001280000;210134.4000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17854;6;4;NULL;NULL
16540;xyz-1;2001290000;210135.4500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17855;6;4;NULL;NULL
16541;xyz-1;2001300000;210136.5000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17856;6;4;NULL;NULL
16542;xyz-1;2001310000;210137.5500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17689;6;4;NULL;NULL
16543;xyz-1;2001320000;210138.6000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17695;6;4;NULL;NULL
16544;xyz-1;2001330000;210139.6500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17857;6;4;NULL;NULL
16545;xyz-1;2001340000;210140.7000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17858;6;4;NULL;NULL
16546;xyz-1;2001350000;210141.7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17859;6;4;NULL;NULL
16547;xyz-1;2001360000;210142.8000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17860;6;4;NULL;NULL
16548;xyz-1;2001370000;210143.8500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17851;6;4;NULL;NULL
16549;xyz-1;2001380000;210144.9000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17861;6;4;NULL;NULL
16550;xyz-1;2001390000;210145.9500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17862;6;4;NULL;NULL
16551;xyz-1;2001400000;210147.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17863;6;4;NULL;NULL
16552;xyz-1;2001410000;210148.0500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17864;6;4;NULL;NULL
16553;xyz-1;2001420000;210149.1000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17865;6;4;NULL;NULL
16554;xyz-1;2001430000;210150.1500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17866;6;4;NULL;NULL
16555;xyz-1;2001440000;210151.2000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17867;6;4;NULL;NULL
16556;xyz-1;2001450000;210152.2500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17868;6;4;NULL;NULL
16557;xyz-1;2001460000;210153.3000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17869;6;4;NULL;NULL
16558;xyz-1;2001470000;210154.3500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17870;6;4;NULL;NULL
16559;xyz-1;2001480000;210155.4000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17871;6;4;NULL;NULL
16560;xyz-1;2001490000;210156.4500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17872;6;4;NULL;NULL
16561;xyz-1;2001500000;210157.5000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17873;6;4;NULL;NULL
16562;xyz-1;2001510000;210158.5500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17874;6;4;NULL;NULL
16563;xyz-1;2001520000;210159.6000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17875;6;4;NULL;NULL
16564;xyz-1;2001530000;210160.6500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17876;6;4;NULL;NULL
16565;xyz-1;2001540000;210161.7000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17877;6;4;NULL;NULL
16566;xyz-1;2001550000;210162.7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17878;6;4;NULL;NULL
16567;xyz-1;2001560000;210163.8000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17879;6;4;NULL;NULL
16568;xyz-1;2001570000;210164.8500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17880;6;4;NULL;NULL
16569;xyz-1;2001580000;210165.9000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17881;6;4;NULL;NULL
16570;xyz-1;2001590000;210166.9500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17882;6;4;NULL;NULL
16571;xyz-1;2001600000;210168.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17884;6;4;NULL;NULL
16572;xyz-1;2001610000;210169.0500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17885;6;4;NULL;NULL
16573;xyz-1;2001620000;210170.1000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8/04/2025 7:34;A;17886;6;4;NULL;NULL
