id;codigoHomologado;colValorBase;colValor1;colValor2;colValor3;colValor4;colValor5;colValor6;colValor7;colValor8;colValor9;colValor10;fechaRegistro;estadoReg;codigoCups_id;concepto_id;tiposTarifa_id;usuarioRegistro_id;serviciosAdministrativos_id
3682;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;497;4;1;1;NULL
3683;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;498;4;1;1;NULL
3684;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;530;4;1;1;NULL
3685;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1815;4;1;1;NULL
3686;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1816;4;1;1;NULL
3687;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1818;4;1;1;NULL
3688;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1819;4;1;1;NULL
3689;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1820;4;1;1;NULL
3690;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1821;4;1;1;NULL
3691;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1822;4;1;1;NULL
3692;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;531;4;1;1;NULL
4192;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;285;4;1;1;NULL
4193;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;252;4;1;1;NULL
4194;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;254;4;1;1;NULL
4195;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;255;4;1;1;NULL
4196;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;256;4;1;1;NULL
4197;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;257;4;1;1;NULL
4198;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;258;4;1;1;NULL
4199;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;259;4;1;1;NULL
4200;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1842;4;1;1;NULL
4201;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1843;4;1;1;NULL
4202;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1844;4;1;1;NULL
4203;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1845;4;1;1;NULL
4204;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1846;4;1;1;NULL
4205;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1897;4;1;1;NULL
4206;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1898;4;1;1;NULL
4207;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1899;4;1;1;NULL
4208;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1900;4;1;1;NULL
4209;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1901;4;1;1;NULL
4210;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2023;4;1;1;NULL
4211;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2053;4;1;1;NULL
4212;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2087;4;1;1;NULL
4213;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2089;4;1;1;NULL
4214;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2094;4;1;1;NULL
4215;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2095;4;1;1;NULL
3720;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;748;4;1;1;NULL
3721;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;757;4;1;1;NULL
3722;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;758;4;1;1;NULL
3723;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;759;4;1;1;NULL
3724;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;760;4;1;1;NULL
3725;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;761;4;1;1;NULL
3726;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;762;4;1;1;NULL
26955;1212;1E+11;1,1E+11;250000.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4/04/2025 16:30;A;207;4;2;NULL;NULL
3727;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;770;4;1;1;NULL
3728;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;776;4;1;1;NULL
3729;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;777;4;1;1;NULL
3730;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;791;4;1;1;NULL
3731;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;792;4;1;1;NULL
3732;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;793;4;1;1;NULL
3733;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;794;4;1;1;NULL
3734;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;795;4;1;1;NULL
3735;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;796;4;1;1;NULL
3736;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;797;4;1;1;NULL
3737;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1834;4;1;1;NULL
3738;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1835;4;1;1;NULL
3739;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1836;4;1;1;NULL
3740;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1837;4;1;1;NULL
3741;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1838;4;1;1;NULL
3742;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1865;4;1;1;NULL
3743;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1913;4;1;1;NULL
3744;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1916;4;1;1;NULL
3745;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1917;4;1;1;NULL
3746;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1955;4;1;1;NULL
3747;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;798;4;1;1;NULL
3748;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;799;4;1;1;NULL
3749;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;800;4;1;1;NULL
3750;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;801;4;1;1;NULL
3751;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;802;4;1;1;NULL
3752;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;803;4;1;1;NULL
3753;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;852;4;1;1;NULL
3754;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;854;4;1;1;NULL
3755;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;855;4;1;1;NULL
3756;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;856;4;1;1;NULL
3759;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;859;4;1;1;NULL
3760;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;860;4;1;1;NULL
3761;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;861;4;1;1;NULL
3762;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3620;4;1;1;NULL
3763;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;862;4;1;1;NULL
3764;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;863;4;1;1;NULL
3765;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1896;4;1;1;NULL
3766;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1910;4;1;1;NULL
3767;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1911;4;1;1;NULL
3768;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1912;4;1;1;NULL
3769;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1817;4;1;1;NULL
3770;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;864;4;1;1;NULL
3771;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;865;4;1;1;NULL
3772;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;866;4;1;1;NULL
3773;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;894;4;1;1;NULL
3774;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;895;4;1;1;NULL
3775;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;896;4;1;1;NULL
3776;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;899;4;1;1;NULL
3777;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;900;4;1;1;NULL
3778;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;901;4;1;1;NULL
3779;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;934;4;1;1;NULL
3780;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;935;4;1;1;NULL
3781;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;941;4;1;1;NULL
3782;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;942;4;1;1;NULL
3783;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;943;4;1;1;NULL
3784;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;944;4;1;1;NULL
3785;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1009;4;1;1;NULL
3786;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1010;4;1;1;NULL
3787;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1011;4;1;1;NULL
3788;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1012;4;1;1;NULL
3789;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1013;4;1;1;NULL
3790;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1014;4;1;1;NULL
3791;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1037;4;1;1;NULL
3792;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1044;4;1;1;NULL
3793;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1045;4;1;1;NULL
3794;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1046;4;1;1;NULL
3795;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1047;4;1;1;NULL
3796;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1079;4;1;1;NULL
3797;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1080;4;1;1;NULL
3798;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1081;4;1;1;NULL
3799;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1106;4;1;1;NULL
3800;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1107;4;1;1;NULL
3801;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1108;4;1;1;NULL
3802;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1118;4;1;1;NULL
3803;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1119;4;1;1;NULL
3804;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1120;4;1;1;NULL
3805;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1121;4;1;1;NULL
3806;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1127;4;1;1;NULL
3807;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1135;4;1;1;NULL
3808;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1136;4;1;1;NULL
3809;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1137;4;1;1;NULL
3810;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1138;4;1;1;NULL
3811;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1139;4;1;1;NULL
3812;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1140;4;1;1;NULL
3813;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1141;4;1;1;NULL
3814;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1142;4;1;1;NULL
3815;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1143;4;1;1;NULL
3816;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1144;4;1;1;NULL
